FBID	CHROM	START	END	STRAND
FBgn0026573	2R	7858191	7865226	+
FBgn0050036	2R	7865041	7866523	-
FBgn0050037	2R	7866599	7868043	-
FBgn0053145	2R	7868082	7870461	-
FBgn0011704	2R	7870650	7872898	-
FBgn0085260	2R	7873513	7875158	+
FBgn0033672	2R	7874018	7876292	-
FBgn0033673	2R	7876636	7879855	+
FBgn0266858	2R	7880070	7883600	-
FBgn0266857	2R	7882500	7883699	+
FBgn0004839	2R	7888978	7907351	-
FBgn0265365	2R	7902600	7903400	+
FBgn0033674	2R	7910651	7912777	-
FBgn0259985	2R	7913119	7915212	-
FBgn0260012	2R	7915490	7921230	+
FBgn0033677	2R	7921451	7923765	+
FBgn0262820	2R	7923426	7924670	-
FBgn0010339	2R	7924803	7926356	+
FBgn0004463	2R	7926546	7930128	+
FBgn0024732	2R	7932117	7937677	+
FBgn0050039	2R	7938482	7939260	-
FBgn0265373	2R	7940449	7944052	+
FBgn0028407	2R	7942594	7950371	+
FBgn0033679	2R	7952070	7967048	-
FBgn0033680	2R	7968781	7969562	+
FBgn0086677	2R	7972699	8006845	-
FBgn0033683	2R	8026200	8026829	+
FBgn0026176	2R	8026800	8027734	-
FBgn0027495	2R	8028136	8030777	+
FBgn0033685	2R	8030696	8032057	-
FBgn0033686	2R	8033215	8040257	+
FBgn0027504	2R	8033529	8038562	-
FBgn0033687	2R	8040576	8041768	+
FBgn0033688	2R	8041763	8050503	-
FBgn0262300	2R	8046377	8046475	-
FBgn0263485	2R	8048631	8048808	-
FBgn0040759	2R	8051180	8052401	+
FBgn0085261	2R	8052414	8053317	-
FBgn0014184	2R	8053800	8061769	-
FBgn0023167	2R	8056236	8057508	+
FBgn0262423	2R	8057658	8057749	-
FBgn0262394	2R	8057878	8057967	-
FBgn0010621	2R	8062307	8065021	+
FBgn0033690	2R	8064935	8066058	-
FBgn0266802	2R	8066519	8067250	+
FBgn0033691	2R	8066988	8067407	-
FBgn0033692	2R	8067998	8069878	+
FBgn0033693	2R	8070144	8073011	+
FBgn0053964	2R	8070144	8073011	+
FBgn0000426	2R	8071349	8071815	-
FBgn0025454	2R	8073172	8075936	+
FBgn0033696	2R	8075843	8077882	-
FBgn0033697	2R	8078187	8079941	+
FBgn0033698	2R	8079879	8086359	-
FBgn0033699	2R	8086529	8088320	-
FBgn0083989	2R	8086688	8086778	-
FBgn0083988	2R	8087167	8087257	-
FBgn0266814	2R	8093597	8094701	+
FBgn0020377	2R	8096398	8099660	-
FBgn0033701	2R	8101515	8101900	+
FBgn0033702	2R	8111966	8116815	-
FBgn0265372	2R	8121500	8122100	-
FBgn0033703	2R	8127904	8128318	+
FBgn0263020	2R	8128723	8129377	+
FBgn0263021	2R	8130051	8130778	+
FBgn0262889	2R	8131504	8132206	-
FBgn0265374	2R	8134200	8134500	-
FBgn0033705	2R	8141497	8143206	+
FBgn0033706	2R	8144787	8146157	+
FBgn0000253	2R	8146903	8166314	+
FBgn0264501	2R	8146914	8148318	+
FBgn0261611	2R	8167276	8188300	+
FBgn0266809	2R	8184000	8185310	-
FBgn0033708	2R	8186252	8189745	-
FBgn0061197	2R	8190049	8193774	-
FBgn0033710	2R	8194033	8197917	+
FBgn0050203	2R	8198194	8201339	+
FBgn0050046	2R	8201622	8205078	+
FBgn0265375	2R	8208099	8208417	-
FBgn0033712	2R	8208743	8210302	+
FBgn0033713	2R	8210012	8213763	-
FBgn0264560	2R	8213865	8221365	+
FBgn0050249	2R	8221431	8221502	-
FBgn0050250	2R	8221739	8221810	-
FBgn0050251	2R	8222500	8222571	-
FBgn0033715	2R	8222821	8223710	+
FBgn0011878	2R	8223923	8223994	+
FBgn0011877	2R	8224238	8224309	+
FBgn0054021	2R	8224395	8225223	+
FBgn0033716	2R	8225302	8227049	+
FBgn0033717	2R	8227115	8232122	-
FBgn0266111	2R	8232488	8238830	+
FBgn0050047	2R	8239298	8242918	+
FBgn0050049	2R	8243176	8246592	+
FBgn0050043	2R	8246941	8250670	+
FBgn0053013	2R	8250825	8254084	+
FBgn0053012	2R	8254858	8258391	+
FBgn0033720	2R	8259099	8262586	+
FBgn0033721	2R	8262791	8263183	+
FBgn0050045	2R	8264131	8264883	+
FBgn0050042	2R	8265945	8266901	+
FBgn0033723	2R	8267119	8267931	-
FBgn0033724	2R	8270550	8272025	+
FBgn0033725	2R	8274171	8277562	+
FBgn0033726	2R	8278401	8279204	-
FBgn0033727	2R	8280988	8282347	+
FBgn0050048	2R	8282412	8286647	+
FBgn0033728	2R	8289721	8292613	+
FBgn0033729	2R	8293437	8294550	+
FBgn0033730	2R	8295298	8296028	+
FBgn0050050	2R	8296459	8297240	+
FBgn0053626	2R	8297584	8298201	+
FBgn0053627	2R	8298516	8299183	+
FBgn0033731	2R	8301467	8302675	+
FBgn0033732	2R	8303549	8305736	+
FBgn0261853	2R	8306619	8306900	-
FBgn0033733	2R	8307316	8310040	-
FBgn0033734	2R	8310436	8312964	+
FBgn0033735	2R	8312988	8314480	+
FBgn0033736	2R	8314388	8315366	-
FBgn0033737	2R	8315954	8318604	-
FBgn0262840	2R	8318100	8318801	+
FBgn0033738	2R	8318952	8324082	-
FBgn0050051	2R	8323625	8324495	+
FBgn0033739	2R	8324850	8340421	+
FBgn0050334	2R	8328138	8328825	-
FBgn0010238	2R	8340695	8353135	+
FBgn0033740	2R	8353183	8359280	-
FBgn0033741	2R	8356156	8359227	+
FBgn0033742	2R	8359420	8361526	+
FBgn0033744	2R	8361929	8375491	+
FBgn0085263	2R	8374224	8374883	-
FBgn0045063	2R	8374956	8394838	-
FBgn0050044	2R	8383177	8388964	+
FBgn0033748	2R	8395401	8398120	-
FBgn0033749	2R	8399039	8402567	-
FBgn0033750	2R	8402880	8404789	+
FBgn0033751	2R	8404769	8406417	-
FBgn0033752	2R	8406671	8409129	+
FBgn0053632	2R	8409528	8410236	+
FBgn0011592	2R	8416558	8451689	+
FBgn0053752	2R	8433194	8433806	+
FBgn0050056	2R	8449565	8450160	+
FBgn0053775	2R	8451729	8452406	-
FBgn0033753	2R	8453690	8456566	+
FBgn0033754	2R	8456519	8457352	-
FBgn0003527	2R	8457872	8459388	+
FBgn0033755	2R	8459573	8462804	+
FBgn0022764	2R	8462745	8480422	-
FBgn0050055	2R	8476744	8478900	+
FBgn0266817	2R	8480700	8481332	-
FBgn0027356	2R	8481109	8499573	+
FBgn0264510	2R	8482001	8483154	-
FBgn0004435	2R	8500245	8510702	+
FBgn0266487	2R	8500245	8507325	+
FBgn0050054	2R	8511231	8512857	+
FBgn0033756	2R	8513313	8516124	+
FBgn0033757	2R	8516202	8519883	-
FBgn0053792	2R	8520179	8520959	+
FBgn0028683	2R	8521094	8521677	+
FBgn0061359	2R	8521671	8523646	-
FBgn0061360	2R	8521671	8523646	-
FBgn0011604	2R	8524176	8528133	+
FBgn0033760	2R	8528195	8535729	-
FBgn0033761	2R	8538806	8539992	-
FBgn0033762	2R	8540310	8543248	+
FBgn0033763	2R	8543459	8546846	+
FBgn0261673	2R	8547002	8557724	-
FBgn0261625	2R	8557988	8567098	-
FBgn0033766	2R	8567472	8573684	-
FBgn0033767	2R	8573754	8576291	+
FBgn0050053	2R	8576238	8577381	-
FBgn0050052	2R	8577564	8578460	-
FBgn0033769	2R	8578813	8580195	-
FBgn0033770	2R	8587586	8588356	+
FBgn0261545	2R	8592677	8639050	+
FBgn0033773	2R	8638988	8640441	-
FBgn0026619	2R	8640531	8643919	-
FBgn0026741	2R	8643939	8644678	+
FBgn0011227	2R	8644638	8645034	-
FBgn0020930	2R	8645051	8647229	+
FBgn0086904	2R	8647198	8648504	-
FBgn0033774	2R	8649618	8651330	+
FBgn0266804	2R	8664829	8666500	+
FBgn0003326	2R	8668046	8689515	+
FBgn0266630	2R	8671116	8686764	-
FBgn0040755	2R	8694119	8695316	+
FBgn0265646	2R	8726738	8727355	-
FBgn0033775	2R	8728318	8730063	-
FBgn0028963	2R	8730170	8732209	+
FBgn0250842	2R	8733049	8734101	-
FBgn0050488	2R	8734353	8735509	-
FBgn0050486	2R	8735539	8736498	-
FBgn0267024	2R	8735644	8736800	+
FBgn0033777	2R	8736863	8756928	-
FBgn0266633	2R	8755114	8757288	+
FBgn0000181	2R	8757754	8759299	+
FBgn0263446	2R	8760261	8762592	+
FBgn0033778	2R	8760292	8762517	-
FBgn0263445	2R	8762669	8764785	+
FBgn0025692	2R	8762669	8764471	-
FBgn0002069	2R	8764509	8770673	+
FBgn0013305	2R	8764599	8767735	-
FBgn0266634	2R	8768950	8770758	-
FBgn0003975	2R	8772137	8786890	+
FBgn0265654	2R	8793900	8794800	+
FBgn0010488	2R	8803499	8811239	+
FBgn0033781	2R	8811409	8812169	+
FBgn0033782	2R	8812072	8818149	+
FBgn0033783	2R	8818417	8821550	-
FBgn0033784	2R	8821739	8824040	-
FBgn0033785	2R	8824396	8827917	+
FBgn0050487	2R	8825121	8825848	-
FBgn0004512	2R	8827828	8833852	-
FBgn0265186	2R	8835853	8839798	-
FBgn0265185	2R	8837909	8839798	-
FBgn0033787	2R	8840617	8843217	+
FBgn0005624	2R	8853502	8868499	-
FBgn0265427	2R	8872872	8873500	+
FBgn0053798	2R	8881402	8882127	+
FBgn0265623	2R	8884006	8895416	+
FBgn0033788	2R	8932200	8934761	-
FBgn0033789	2R	8936651	8937161	-
FBgn0033791	2R	8942751	8967044	-
FBgn0265429	2R	8991400	8992400	+
FBgn0033792	2R	8998274	9013519	+
FBgn0033793	2R	9015420	9016557	-
FBgn0033794	2R	9017016	9019960	-
FBgn0259876	2R	9020647	9030325	+
FBgn0263998	2R	9030339	9040182	-
FBgn0020370	2R	9040390	9046646	-
FBgn0085468	2R	9046171	9047695	+
FBgn0020391	2R	9047568	9050989	+
FBgn0033798	2R	9050868	9051453	-
FBgn0033799	2R	9051464	9055537	-
FBgn0086532	2R	9056003	9058249	+
FBgn0266635	2R	9056005	9058250	-
FBgn0053138	2R	9058906	9062301	+
FBgn0053137	2R	9062900	9063580	+
FBgn0033802	2R	9063599	9077591	-
FBgn0053182	2R	9064058	9085842	-
FBgn0028991	2R	9064058	9077591	-
FBgn0027079	2R	9086355	9090214	+
FBgn0005654	2R	9090233	9094052	-
FBgn0085344	2R	9090233	9094052	-
FBgn0033806	2R	9094250	9097974	+
FBgn0050058	2R	9097314	9099742	-
FBgn0085264	2R	9097314	9099742	-
FBgn0085341	2R	9097314	9099742	-
FBgn0033807	2R	9099910	9102001	-
FBgn0033808	2R	9102211	9103265	+
FBgn0033809	2R	9103164	9106752	-
FBgn0033810	2R	9106901	9107756	-
FBgn0040754	2R	9107788	9108520	+
FBgn0043010	2R	9108444	9109964	-
FBgn0011763	2R	9109938	9115707	+
FBgn0264539	2R	9111680	9111967	-
FBgn0033812	2R	9115781	9117739	-
FBgn0033813	2R	9118088	9119168	+
FBgn0033814	2R	9119263	9122801	-
FBgn0033815	2R	9123485	9124560	+
FBgn0033816	2R	9124761	9126973	-
FBgn0033817	2R	9127234	9128518	+
FBgn0266816	2R	9131501	9132550	-
FBgn0002789	2R	9134175	9136385	+
FBgn0033818	2R	9136399	9139229	-
FBgn0033819	2R	9139357	9141842	-
FBgn0265443	2R	9142000	9143001	-
FBgn0033820	2R	9144092	9144951	+
FBgn0033821	2R	9145391	9145982	+
FBgn0259219	2R	9147606	9153841	+
FBgn0052843	2R	9155303	9183432	-
FBgn0033826	2R	9184707	9185972	-
FBgn0033827	2R	9186500	9189052	+
FBgn0265104	2R	9216857	9242026	-
FBgn0262391	2R	9216907	9217006	-
FBgn0033828	2R	9241143	9242026	-
FBgn0266851	2R	9249330	9250340	-
FBgn0033830	2R	9263480	9265236	-
FBgn0263774	2R	9277000	9280866	-
FBgn0041579	2R	9281210	9282172	+
FBgn0033834	2R	9282120	9286873	-
FBgn0033835	2R	9294516	9295863	+
FBgn0033836	2R	9295547	9297392	-
FBgn0267026	2R	9297774	9298096	-
FBgn0053470	2R	9299244	9300590	+
FBgn0260475	2R	9300274	9302125	-
FBgn0259221	2R	9302483	9326556	-
FBgn0265272	2R	9310483	9311152	-
FBgn0011881	2R	9317787	9317860	-
FBgn0011909	2R	9318200	9318320	-
FBgn0011882	2R	9318489	9318562	+
FBgn0011883	2R	9318790	9318863	+
FBgn0011884	2R	9319282	9319355	+
FBgn0011885	2R	9319598	9319671	+
FBgn0011910	2R	9320173	9320299	+
FBgn0050065	2R	9320533	9321265	+
FBgn0019928	2R	9321712	9322550	+
FBgn0050509	2R	9325371	9325444	+
FBgn0013765	2R	9326819	9337980	-
FBgn0050062	2R	9333205	9333814	-
FBgn0086757	2R	9338091	9340898	+
FBgn0000119	2R	9341145	9370734	-
FBgn0262821	2R	9364847	9365584	+
FBgn0033842	2R	9371017	9372896	-
FBgn0040477	2R	9373122	9374136	+
FBgn0033844	2R	9374139	9382367	-
FBgn0004638	2R	9382727	9390346	-
FBgn0033845	2R	9388126	9393516	+
FBgn0033846	2R	9393935	9400617	+
FBgn0024556	2R	9395062	9396837	+
FBgn0260964	2R	9400637	9421756	-
FBgn0033848	2R	9402764	9404957	+
FBgn0033850	2R	9409274	9410880	+
FBgn0033851	2R	9412882	9413953	+
FBgn0011896	2R	9423550	9423622	-
FBgn0033853	2R	9424876	9435082	-
FBgn0053156	2R	9435749	9440745	-
FBgn0014877	2R	9441582	9443111	+
FBgn0033855	2R	9443454	9444847	+
FBgn0083006	2R	9445044	9445191	-
FBgn0263472	2R	9445205	9445355	-
FBgn0263459	2R	9445410	9445560	-
FBgn0033856	2R	9446050	9448273	+
FBgn0261989	2R	9458100	9460264	-
FBgn0261990	2R	9461123	9461762	-
FBgn0265496	2R	9462418	9465050	+
FBgn0265497	2R	9465541	9467131	+
FBgn0027581	2R	9467818	9480844	-
FBgn0266489	2R	9468091	9480844	-
FBgn0033859	2R	9481149	9484062	+
FBgn0033860	2R	9484182	9486255	+
FBgn0262360	2R	9488150	9488604	-
FBgn0085265	2R	9492000	9493160	-
FBgn0033861	2R	9496178	9496683	-
FBgn0000633	2R	9510549	9636872	+
FBgn0033862	2R	9549000	9551103	-
FBgn0033863	2R	9552619	9555261	+
FBgn0033864	2R	9555241	9559099	+
FBgn0266391	2R	9559154	9559469	-
FBgn0266392	2R	9561475	9562138	-
FBgn0033865	2R	9579212	9580874	-
FBgn0033866	2R	9641469	9646476	+
FBgn0033867	2R	9657420	9675307	+
FBgn0033868	2R	9665629	9667750	-
FBgn0264358	2R	9671500	9672001	+
FBgn0264359	2R	9679451	9680092	+
FBgn0033869	2R	9682282	9692736	+
FBgn0261041	2R	9693299	9707076	+
FBgn0000662	2R	9707129	9712058	-
FBgn0033871	2R	9712363	9713077	+
FBgn0033872	2R	9713876	9721008	+
FBgn0033873	2R	9721080	9722601	-
FBgn0033874	2R	9723924	9726868	+
FBgn0033875	2R	9727558	9729248	+
FBgn0033876	2R	9729266	9733760	-
FBgn0050484	2R	9733898	9737337	+
FBgn0050485	2R	9737387	9740488	+
FBgn0033879	2R	9740452	9741836	-
FBgn0033880	2R	9742083	9743283	-
FBgn0265498	2R	9742164	9743399	+
FBgn0086356	2R	9743655	9746194	-
FBgn0263697	2R	9746457	9747937	+
FBgn0033883	2R	9747854	9749507	-
FBgn0033884	2R	9749502	9751661	+
FBgn0013733	2R	9751742	9829615	-
FBgn0033885	2R	9830039	9830882	-
FBgn0262739	2R	9830892	9845594	-
FBgn0050481	2R	9841700	9843169	+
FBgn0053155	2R	9841700	9843169	+
FBgn0033886	2R	9846050	9847909	-
FBgn0013770	2R	9848180	9855486	+
FBgn0261975	2R	9852158	9852960	+
FBgn0020766	2R	9855813	9857407	+
FBgn0033887	2R	9857415	9858768	-
FBgn0033888	2R	9858830	9860339	-
FBgn0033889	2R	9860489	9867670	-
FBgn0033890	2R	9867867	9870822	-
FBgn0033891	2R	9870900	9872398	+
FBgn0020620	2R	9872320	9878212	-
FBgn0002643	2R	9878708	9947861	+
FBgn0263539	2R	9893365	9893511	-
FBgn0033893	2R	9916125	9916601	+
FBgn0040752	2R	9947961	10028407	-
FBgn0259183	2R	9977830	9978477	+
FBgn0259184	2R	9978536	9979319	+
FBgn0262215	2R	10032856	10033029	-
FBgn0033897	2R	10035768	10040628	-
FBgn0086895	2R	10040658	10044611	+
FBgn0040751	2R	10044555	10044993	-
FBgn0033899	2R	10045267	10046939	+
FBgn0033900	2R	10046601	10048767	-
FBgn0033901	2R	10048935	10050559	+
FBgn0033902	2R	10050571	10052330	-
FBgn0033903	2R	10052556	10054496	+
FBgn0033904	2R	10054487	10055738	+
FBgn0033905	2R	10056291	10057738	+
FBgn0265499	2R	10056349	10057803	-
FBgn0033906	2R	10057967	10060503	+
FBgn0033907	2R	10060491	10061133	-
FBgn0000289	2R	10061198	10070343	+
FBgn0050069	2R	10072709	10085873	+
FBgn0033911	2R	10085983	10088754	-
FBgn0005613	2R	10088895	10099918	-
FBgn0033912	2R	10102601	10104132	-
FBgn0262407	2R	10103307	10103369	-
FBgn0033913	2R	10107403	10118125	+
FBgn0261276	2R	10118116	10122954	-
FBgn0262427	2R	10120635	10120692	-
FBgn0033915	2R	10123292	10127208	-
FBgn0033916	2R	10127437	10131160	+
FBgn0033917	2R	10131283	10133571	+
FBgn0010241	2R	10134471	10140102	+
FBgn0001220	2R	10140103	10143697	-
FBgn0033918	2R	10143998	10146292	+
FBgn0027538	2R	10146535	10148655	+
FBgn0033919	2R	10148711	10155424	-
FBgn0261270	2R	10156277	10158163	-
FBgn0261269	2R	10158234	10163000	+
FBgn0263397	2R	10163635	10187600	+
FBgn0033921	2R	10187608	10189858	-
FBgn0085408	2R	10195647	10239307	+
FBgn0033924	2R	10239736	10243179	+
FBgn0033925	2R	10243274	10244786	-
FBgn0033926	2R	10245432	10247802	-
FBgn0033927	2R	10247938	10249285	-
FBgn0033928	2R	10249429	10250330	+
FBgn0033929	2R	10250553	10252978	+
FBgn0085213	2R	10253161	10254163	+
FBgn0085471	2R	10254303	10255379	+
FBgn0085472	2R	10255484	10256572	+
FBgn0085473	2R	10256722	10257831	+
FBgn0050067	2R	10257836	10258621	-
FBgn0050072	2R	10258691	10260511	+
FBgn0050073	2R	10258691	10260511	+
FBgn0050074	2R	10260613	10261313	+
FBgn0085214	2R	10261334	10261900	-
FBgn0033931	2R	10261967	10262890	-
FBgn0050075	2R	10263426	10264182	+
FBgn0033932	2R	10265602	10272864	+
FBgn0033933	2R	10278201	10279714	+
FBgn0265500	2R	10295958	10296465	+
FBgn0033934	2R	10296800	10299077	-
FBgn0033935	2R	10299330	10301356	+
FBgn0033936	2R	10307829	10312269	+
FBgn0013725	2R	10314841	10319842	-
FBgn0266815	2R	10320935	10321400	-
FBgn0261613	2R	10323404	10353386	+
FBgn0265655	2R	10363897	10365400	+
FBgn0001332	2R	10368692	10384817	+
FBgn0024698	2R	10384852	10390993	-
FBgn0261823	2R	10391463	10399998	+
FBgn0033942	2R	10400064	10402716	-
FBgn0050197	2R	10401535	10402497	+
FBgn0265974	2R	10413772	10475422	+
FBgn0050076	2R	10431655	10433877	-
FBgn0264540	2R	10441270	10441814	-
FBgn0010397	2R	10458315	10463276	-
FBgn0033943	2R	10478708	10483122	+
FBgn0019938	2R	10483116	10488721	-
FBgn0050077	2R	10488783	10489515	+
FBgn0003742	2R	10489509	10491842	-
FBgn0263487	2R	10490491	10490629	-
FBgn0033945	2R	10492054	10492802	-
FBgn0053469	2R	10493157	10493807	-
FBgn0053468	2R	10493812	10494485	-
FBgn0026427	2R	10494659	10505623	-
FBgn0010638	2R	10506276	10507186	+
FBgn0033948	2R	10507303	10508825	-
FBgn0083123	2R	10509106	10512003	+
FBgn0082951	2R	10509287	10509386	+
FBgn0082940	2R	10509593	10509672	+
FBgn0082939	2R	10509835	10509914	+
FBgn0082926	2R	10510075	10510154	+
FBgn0082950	2R	10510307	10510382	+
FBgn0082952	2R	10510547	10510622	+
FBgn0082941	2R	10510781	10510851	+
FBgn0082931	2R	10511022	10511112	+
FBgn0082930	2R	10511269	10511355	+
FBgn0082929	2R	10511512	10511596	+
FBgn0082919	2R	10511758	10511835	+
FBgn0033949	2R	10517415	10518528	+
FBgn0262881	2R	10526043	10526440	+
FBgn0261632	2R	10526710	10527268	+
FBgn0033950	2R	10527719	10528131	-
FBgn0033951	2R	10532775	10533849	+
FBgn0033952	2R	10544303	10546260	-
FBgn0033953	2R	10551751	10552861	-
FBgn0033954	2R	10553146	10554322	-
FBgn0033955	2R	10555896	10559180	+
FBgn0020269	2R	10558901	10601127	-
FBgn0050479	2R	10561970	10565641	-
FBgn0050480	2R	10562111	10565641	-
FBgn0263376	2R	10625083	10626747	-
FBgn0033958	2R	10626864	10632840	-
FBgn0010388	2R	10633466	10634219	+
FBgn0012042	2R	10634867	10635720	+
FBgn0041581	2R	10636728	10637670	+
FBgn0028689	2R	10637671	10640415	-
FBgn0050476	2R	10640026	10640774	+
FBgn0033960	2R	10640842	10643793	-
FBgn0033961	2R	10644021	10644577	+
FBgn0266723	2R	10644569	10645351	-
FBgn0033963	2R	10645412	10647107	-
FBgn0020767	2R	10647151	10656928	-
FBgn0259112	2R	10657104	10658800	-
FBgn0015602	2R	10657974	10660135	+
FBgn0001319	2R	10660155	10694566	-
FBgn0033968	2R	10695924	10697436	+
FBgn0033969	2R	10705362	10707492	-
FBgn0266868	2R	10711050	10711870	-
FBgn0033970	2R	10720337	10721456	+
FBgn0016684	2R	10730225	10733379	-
FBgn0033971	2R	10733569	10735871	-
FBgn0027783	2R	10736126	10740158	-
FBgn0028434	2R	10740446	10741453	+
FBgn0033972	2R	10741368	10742553	-
FBgn0033973	2R	10742934	10745007	+
FBgn0053506	2R	10744952	10746145	-
FBgn0053505	2R	10746350	10748263	-
FBgn0264962	2R	10748441	10758576	-
FBgn0013773	2R	10758871	10761210	+
FBgn0015714	2R	10761458	10763244	+
FBgn0033978	2R	10763334	10765159	+
FBgn0033979	2R	10765291	10767257	+
FBgn0013771	2R	10766861	10768877	-
FBgn0033980	2R	10769623	10771551	+
FBgn0033981	2R	10772769	10774452	-
FBgn0013772	2R	10774676	10776515	-
FBgn0033982	2R	10785817	10790600	+
FBgn0027596	2R	10788980	10815930	-
FBgn0033983	2R	10817208	10822366	-
FBgn0040747	2R	10821020	10821418	+
FBgn0033984	2R	10823165	10828227	+
FBgn0033985	2R	10829903	10831974	+
FBgn0261854	2R	10831963	10850474	-
FBgn0033987	2R	10850797	10868300	+
FBgn0033988	2R	10868768	10878841	+
FBgn0050241	2R	10871832	10871913	-
FBgn0033989	2R	10875165	10879735	-
FBgn0033990	2R	10879837	10881340	-
FBgn0264378	2R	10882064	10882700	+
FBgn0029082	2R	10898901	10929639	+
FBgn0262547	2R	10900552	10901027	-
FBgn0043530	2R	10911880	10912344	-
FBgn0266791	2R	10912609	10913170	+
FBgn0263613	2R	10937280	10937860	-
FBgn0053467	2R	10943008	10943746	-
FBgn0265650	2R	10979450	10979950	+
FBgn0015371	2R	11002741	11032288	+
FBgn0262954	2R	11032473	11033024	-
FBgn0033993	2R	11033330	11035329	-
FBgn0033994	2R	11035365	11037214	+
FBgn0013467	2R	11042942	11077797	+
FBgn0264379	2R	11046701	11047050	-
FBgn0262478	2R	11072663	11073457	+
FBgn0259966	2R	11080133	11080733	-
FBgn0264377	2R	11081501	11082010	-
FBgn0033995	2R	11086570	11088705	-
FBgn0033996	2R	11088758	11091971	+
FBgn0259737	2R	11089698	11090492	+
FBgn0033997	2R	11092159	11093839	+
FBgn0033998	2R	11094032	11101139	-
FBgn0050081	2R	11095498	11097291	+
FBgn0033999	2R	11101565	11103191	-
FBgn0034000	2R	11103712	11104575	+
FBgn0034001	2R	11104529	11105122	-
FBgn0265656	2R	11105500	11105700	-
FBgn0034002	2R	11105884	11112300	+
FBgn0001187	2R	11106342	11107834	-
FBgn0259878	2R	11111065	11129094	-
FBgn0265508	2R	11114443	11120170	+
FBgn0003328	2R	11136289	11146003	+
FBgn0034005	2R	11146266	11150378	+
FBgn0265194	2R	11150313	11196873	-
FBgn0265176	2R	11182100	11182593	-
FBgn0034007	2R	11184269	11185834	-
FBgn0034008	2R	11197436	11198639	-
FBgn0004698	2R	11199015	11205744	+
FBgn0034009	2R	11205322	11209676	-
FBgn0013750	2R	11210006	11212995	+
FBgn0034010	2R	11213008	11213891	-
FBgn0034011	2R	11214648	11215776	-
FBgn0265509	2R	11217900	11218700	-
FBgn0034012	2R	11218830	11226889	+
FBgn0034013	2R	11227977	11255805	+
FBgn0011660	2R	11255579	11259025	-
FBgn0265651	2R	11259200	11260100	+
FBgn0265652	2R	11259550	11259850	-
FBgn0262965	2R	11260745	11261255	-
FBgn0262964	2R	11261395	11262226	-
FBgn0262565	2R	11262351	11263207	-
FBgn0262815	2R	11263339	11263986	-
FBgn0000996	2R	11264124	11268493	-
FBgn0026370	2R	11268229	11275356	+
FBgn0263980	2R	11288601	11359389	+
FBgn0266378	2R	11292201	11292600	+
FBgn0014865	2R	11296351	11296618	+
FBgn0050472	2R	11310690	11311644	-
FBgn0085217	2R	11314596	11315528	-
FBgn0034021	2R	11359680	11370339	-
FBgn0034022	2R	11373458	11384736	-
FBgn0034023	2R	11387137	11388936	+
FBgn0050469	2R	11389325	11391115	+
FBgn0050468	2R	11391706	11393505	+
FBgn0050464	2R	11394087	11395871	+
FBgn0034025	2R	11399215	11403102	+
FBgn0019968	2R	11403283	11419764	-
FBgn0050471	2R	11421025	11425287	+
FBgn0050467	2R	11425680	11427519	+
FBgn0034027	2R	11427059	11428868	-
FBgn0022097	2R	11428940	11430003	+
FBgn0034029	2R	11430166	11431914	+
FBgn0034030	2R	11431821	11437489	-
FBgn0034031	2R	11442951	11449941	+
FBgn0034032	2R	11450202	11453306	-
FBgn0024754	2R	11453776	11456909	-
FBgn0050466	2R	11456465	11460675	+
FBgn0013762	2R	11457033	11458922	-
FBgn0034033	2R	11460649	11461496	-
FBgn0260429	2R	11501359	11544719	+
FBgn0262403	2R	11544571	11544668	+
FBgn0023441	2R	11544823	11564174	-
FBgn0266636	2R	11563946	11564350	+
FBgn0034035	2R	11564723	11566461	-
FBgn0262512	2R	11566931	11567589	-
FBgn0050091	2R	11568050	11569982	+
FBgn0263377	2R	11570074	11572438	-
FBgn0053139	2R	11570224	11574920	+
FBgn0050082	2R	11572509	11573587	-
FBgn0266708	2R	11574893	11576490	-
FBgn0050090	2R	11577331	11578519	+
FBgn0265510	2R	11578559	11581392	-
FBgn0050088	2R	11578618	11579721	+
FBgn0050087	2R	11579953	11581256	+
FBgn0053460	2R	11581597	11582737	+
FBgn0053461	2R	11582891	11583983	+
FBgn0053462	2R	11584299	11585515	+
FBgn0050080	2R	11586231	11589201	-
FBgn0261538	2R	11586231	11589201	-
FBgn0050083	2R	11599102	11600149	-
FBgn0050089	2R	11614886	11649549	+
FBgn0265991	2R	11650070	11704509	-
FBgn0034046	2R	11681505	11743150	+
FBgn0053465	2R	11706619	11708619	-
FBgn0003130	2R	11714198	11722560	-
FBgn0034045	2R	11730265	11734867	-
FBgn0034047	2R	11743466	11745027	+
FBgn0022160	2R	11745257	11750260	-
FBgn0050085	2R	11751814	11756652	-
FBgn0264089	2R	11757000	11809623	-
FBgn0053463	2R	11783334	11783932	-
FBgn0265511	2R	11803500	11804300	+
FBgn0034049	2R	11810545	11819440	-
FBgn0015247	2R	11819675	11822330	-
FBgn0034050	2R	11822330	11823443	+
FBgn0034051	2R	11823398	11827578	-
FBgn0034052	2R	11828115	11828988	-
FBgn0034053	2R	11830369	11834771	+
FBgn0050093	2R	11831533	11832072	+
FBgn0263576	2R	11833392	11833451	+
FBgn0265045	2R	11834438	11877003	-
FBgn0034054	2R	11842545	11844141	+
FBgn0266379	2R	11874951	11875591	+
FBgn0034057	2R	11877188	11878791	-
